# #######################################################
# FLST LOG
# Flight Statistics
# #######################################################
# 
# Parameters [Units]:
# Deletion Time [s], Call sign [-], Spawn Time [s], Flight time [s], Actual Distance 2D [m], Actual Distance 3D [m], Work Done [J], Latitude [deg], Longitude [deg], Altitude [m], TAS [m/s], Vertical Speed [m/s], Heading [deg], Origin Lat [deg], Origin Lon [deg], Destination Lat [deg], Destination Lon [deg], ASAS Active [bool], Pilot ALT [m], Pilot SPD (TAS) [m/s], Pilot HDG [deg], Pilot VS [m/s]
# 
# simt
25.00000000,VO603,0.00000000,25.00000000,6124.37874298,6124.37874298,885378741.48341966,51.22172104,3.25027932,11152.02240000,244.97514972,0.00000000,220.50489429,False,11152.02240000,244.97514972,-1.27062011,220.57034807
40.05000000,SU529,0.10000000,39.95000000,9291.58387332,9291.58387332,1342985323.08979034,50.73625253,5.91960576,10401.90960000,232.28959683,0.00000000,260.05800250,False,10401.90960000,232.28959683,-0.86500388,259.92668007
90.05000000,CI895,0.10000000,89.95000000,18722.62214828,18722.62214828,2761611131.83652306,54.26555002,4.40242442,10477.50000000,208.02913498,0.00000000,228.55455219,False,10477.50000000,208.02913498,-0.93161182,228.43314914
140.05000000,SK068,0.00000000,140.05000000,30829.69836495,30829.69836495,4544345800.69652367,53.51874220,7.16493019,8086.34400000,220.21213118,0.00000000,121.87538135,False,8086.34400000,220.21213118,0.47859903,121.97674819
175.00000000,RG727,0.55000000,174.45000000,41317.40791321,41317.40791321,5971102716.50878716,51.05151496,6.29448372,11021.26320000,236.09947379,0.00000000,85.97208293,False,11021.26320000,236.09947379,-1.13884471,86.09556242
270.00000000,UK632,0.10000000,269.90000000,67462.90361191,67462.90361191,9917262723.67914009,50.92107834,6.20567972,10462.56480000,249.86260597,0.00000000,112.54416077,True,10462.56480000,249.86260597,-1.10389447,112.68236339
270.00000000,AY690,0.55000000,269.45000000,61596.76151217,61596.76151217,8915951055.54214287,50.85344143,6.14691063,9841.68720000,228.13615375,0.00000000,180.30000000,False,9841.68720000,228.13615375,-0.36735675,180.32586079
350.00000000,RQ587,0.00000000,350.00000000,78087.29790319,78087.29790319,11372466383.24127960,52.61816692,2.98941999,9550.90800000,223.10656544,0.00000000,313.21568895,True,9550.90800000,223.10656544,-0.22059729,313.08493415
360.00000000,KL906,0.55000000,359.45000000,66333.78559330,66333.79043533,9601702469.46462059,51.18738742,3.46542228,8226.16853740,184.26051554,-0.13185149,240.89953505,False,0.00000000,184.13172705,0.13185149,240.78941055
385.00000000,CI577,0.55000000,384.45000000,79698.13873701,79698.13873701,11573815387.60414505,51.97191443,2.42458866,9218.06640000,207.00815256,0.00000000,287.01165400,True,9218.06640000,207.00815256,-0.05210664,286.89334837
390.00000000,KE500,0.55000000,389.45000000,50631.49363236,50722.44637103,-663755425.30540848,51.42324911,6.55284526,1261.54386644,120.87594521,-7.24728531,134.94074019,False,0.00000000,120.36180977,7.24728531,135.02546887
425.00000000,HV296,0.00000000,425.00000000,114464.98420243,114464.98420243,17898123934.78952026,50.86447937,5.15904447,9753.60000000,269.32937459,0.00000000,209.60000000,True,9753.60000000,269.32937459,-0.88215525,209.60000000
455.00000000,NW990,0.10000000,454.90000000,89308.43061783,89308.81233355,10641961799.32115746,50.97746889,4.60178950,6264.19032741,195.04462773,-0.60438390,224.35598773,True,0.00000000,194.54639892,0.60438390,224.19429025
460.00000000,EXY550,0.00000000,460.00000000,102763.87749290,102763.87841028,14822688006.44778824,51.73891538,6.77045842,9440.40255836,223.39973368,-0.06516973,68.18024488,False,0.00000000,223.32678326,-0.06516973,68.30537921
460.00000000,AI489,0.55000000,459.45000000,65262.63669809,65262.63669809,10491779995.24520493,51.00511234,4.42988015,6266.68800000,141.87529717,0.00000000,212.11237836,True,6266.68800000,141.87529717,0.82843678,211.95913733
480.00000000,HN321,0.00000000,480.00000000,121621.92413652,121621.92413652,18457212140.27974701,51.35428512,2.55438465,9513.72240000,253.37900862,0.00000000,138.07445748,False,9513.72240000,253.37900862,-0.51581809,138.17200661
490.00000000,OS733,0.10000000,489.90000000,111596.60498192,111596.60498192,16138241917.21498108,51.33712228,2.61109808,9962.99760000,227.74817343,0.00000000,223.40787777,False,9962.99760000,227.74817343,-0.41781206,223.31249347
